100,7,2532,2420,327,1305
7,2,9,9,0,12
83,7,1843,1700,336,640
10,2,18,18,0,27
66,7,1367,1189,438,321
18,5,55,55,2,49
15,7,61,46,22,44
15,4,46,46,2,59
41,7,501,397,244,145
3,3,2,0,2,1
3,2,1,1,0,2
25,5,183,133,90,49
22,5,165,121,109,66
22,5,136,121,47,74
10,5,29,21,14,14
2,2,1,1,1,0
8,5,12,10,3,16
2,2,1,1,1,0
28,6,188,176,36,61
3,2,1,1,0,2
23,5,136,121,47,50
22,5,161,121,103,68
2,2,1,1,1,0
22,5,136,121,47,74
10,4,29,21,13,14
2,2,1,1,1,0
8,4,12,10,3,16
2,2,1,1,1,0
26,6,158,158,18,96
3,2,1,1,0,2
18,6,86,77,31,43
8,4,13,10,6,7
5,3,9,6,7,1
3,2,3,3,3,0
3,2,3,3,1,0
17,4,50,50,0,63
12,4,30,29,8,26
4,3,4,0,4,2
4,2,0,0,0,6
4,2,3,3,1,0
3,2,3,3,3,0
3,2,3,3,1,0
21,5,104,104,11,83
12,4,30,29,8,26
4,3,4,0,4,2
4,2,0,0,0,6
59,7,974,930,200,355
20,5,75,75,4,66
15,7,61,46,22,44
15,4,46,46,2,59
36,6,343,295,144,120
3,2,1,1,0,2
25,6,183,133,90,50
22,5,161,121,103,68
2,2,1,1,1,0
22,5,136,121,47,74
10,4,29,21,13,14
2,2,1,1,1,0
8,4,12,10,3,16
2,2,1,1,1,0
28,6,188,176,35,64
3,2,1,1,0,2
23,6,135,121,46,53
22,6,160,121,97,69
2,2,1,1,1,0
22,6,135,121,46,79
8,4,13,10,6,7
5,3,9,6,7,1
5,3,6,6,1,4
8,4,12,10,3,16
26,6,158,158,17,97
3,2,1,1,0,2
18,6,86,77,31,43
8,4,13,10,6,7
5,3,9,6,6,1
3,2,3,3,3,0
3,2,3,3,1,0
17,4,50,50,0,68
11,4,29,29,5,19
4,2,6,3,6,0
4,2,3,3,0,3
4,2,3,3,1,0
3,2,3,3,3,0
3,2,3,3,1,0
21,5,104,104,11,88
11,4,29,29,5,19
4,2,6,3,6,0
4,2,3,3,0,3
30,6,201,201,19,167
26,7,193,178,48,125
5,4,6,4,4,4
15,4,46,46,2,59
11,4,36,36,6,12
5,4,6,4,4,4
26,6,208,134,115,50
22,5,161,121,103,68
2,2,1,1,1,0
22,5,136,121,47,74
10,4,29,21,13,14
2,2,1,1,1,0
8,4,12,10,3,16
2,2,1,1,1,0
56,7,839,815,137,390
54,9,811,784,157,439
6,3,7,7,0,8
33,6,276,262,84,129
4,3,3,3,0,3
23,6,130,121,41,49
22,6,157,121,91,70
2,2,1,1,1,0
2,2,1,1,1,0
2,2,1,1,0,0
22,6,130,121,41,77
8,4,13,10,6,7
5,3,9,6,7,1
3,2,3,3,3,0
3,2,3,3,1,0
27,6,182,182,19,98
4,3,3,3,0,3
18,6,86,77,30,43
8,4,13,10,6,7
5,3,9,6,6,1
3,2,3,3,3,0
18,4,65,65,0,69
12,4,40,40,12,19
4,3,5,3,5,1
4,2,3,3,0,0
3,2,3,3,3,0
22,5,123,123,12,89
12,4,40,40,12,19
4,3,5,3,5,1
8,3,15,15,0,13
31,6,251,238,72,91
4,3,3,3,0,3
23,6,130,121,41,49
22,6,157,121,91,70
2,2,1,1,1,0
2,2,1,1,1,0
2,2,1,1,0,0
22,6,130,121,41,77
8,4,13,10,6,7
5,3,9,6,7,1
3,2,3,3,3,0
3,2,3,3,1,0
27,6,182,182,19,98
4,3,3,3,0,3
18,6,86,77,30,43
8,4,13,10,6,7
5,3,9,6,6,1
3,2,3,3,3,0
18,4,65,65,0,69
12,4,40,40,12,19
4,3,5,3,5,1
4,2,3,3,0,0
3,2,3,3,3,0
22,5,123,123,12,89
12,4,40,40,12,19
4,3,5,3,5,1
11,4,31,31,1,24
28,6,211,199,86,56
23,6,130,121,41,49
22,6,157,121,91,70
2,2,1,1,1,0
2,2,1,1,1,0
2,2,1,1,0,0
22,6,130,121,41,77
8,4,13,10,6,7
5,3,9,6,7,1
3,2,3,3,3,0
3,2,3,3,1,0
23,5,121,121,22,73
18,6,86,77,30,43
8,4,13,10,6,7
5,3,9,6,6,1
3,2,3,3,3,0
14,4,29,29,0,55
4,3,5,3,5,1
4,2,3,3,0,0
3,2,3,3,3,0
18,5,77,77,13,69
4,3,5,3,5,1
39,8,400,388,41,259
14,4,40,40,1,51
14,5,29,29,0,17
13,5,37,29,12,25
7,4,12,10,4,2
5,4,8,6,4,2
13,4,29,29,0,42
4,3,5,3,5,1
28,5,182,182,4,157
23,5,141,141,15,96
9,4,14,14,0,15
4,3,5,3,4,1
15,4,46,46,2,59
39,7,403,391,80,180
33,6,276,262,84,129
4,3,3,3,0,3
23,6,130,121,41,49
22,6,157,121,91,70
2,2,1,1,1,0
2,2,1,1,1,0
2,2,1,1,0,0
