80,7,2505,1614,1580,356
67,6,1698,1320,991,376
4,3,2,2,0,4
20,5,127,99,83,60
3,2,3,3,3,0
3,2,3,3,0,0
24,4,129,128,29,91
22,4,127,121,48,76
12,5,38,31,14,25
3,2,3,3,3,0
9,4,21,20,5,11
4,2,6,6,2,0
3,2,3,3,3,0
12,4,32,31,6,30
4,2,6,6,2,0
7,3,14,14,2,7
15,5,67,55,28,35
3,2,3,3,3,0
22,5,122,121,29,103
3,2,3,3,1,0
3,2,3,3,3,0
4,3,2,0,2,4
11,4,28,28,7,15
8,3,24,20,17,4
8,3,20,20,9,4
4,2,6,6,2,0
7,3,11,9,2,10
8,3,24,20,17,4
15,3,50,48,4,18
2,2,0,0,0,1
12,3,38,38,13,16
8,3,20,20,9,4
4,2,6,6,1,0
6,2,7,7,0,8
61,6,1408,1032,833,285
4,3,2,2,0,4
20,5,127,99,83,60
3,2,3,3,3,0
3,2,3,3,0,0
24,4,129,128,29,91
22,4,127,121,48,76
12,5,38,31,14,25
3,2,3,3,3,0
9,4,21,20,5,11
4,2,6,6,2,0
3,2,3,3,3,0
12,4,32,31,6,30
4,2,6,6,2,0
7,3,14,14,2,7
15,5,67,55,28,35
3,2,3,3,3,0
22,5,122,121,29,103
3,2,3,3,1,0
3,2,3,3,3,0
4,3,2,0,2,4
11,4,28,28,7,15
8,3,24,20,17,4
8,3,20,20,9,4
4,2,6,6,2,0
7,3,11,9,2,10
8,3,24,20,17,4
15,3,50,48,4,18
2,2,0,0,0,1
12,3,38,38,13,16
8,3,20,20,9,4
4,2,6,6,1,0
67,7,1645,1320,841,405
5,3,4,3,2,6
21,6,125,106,47,77
2,2,1,1,1,0
5,2,10,9,10,0
5,2,9,9,3,1
26,5,152,151,17,109
2,2,0,0,0,1
22,5,125,121,39,90
9,4,21,20,7,9
5,2,10,9,9,0
9,4,20,20,4,16
3,3,2,1,2,1
11,4,36,28,21,9
3,2,1,1,0,0
2,2,1,1,1,0
4,2,6,6,6,0
7,3,11,11,4,4
6,3,11,11,6,4
2,2,1,1,0,0
4,2,6,6,2,0
14,4,40,39,6,16
2,2,0,0,0,1
11,4,28,28,7,15
8,3,20,20,13,4
4,2,6,6,6,0
4,2,6,6,1,0
3,2,3,3,1,0
5,2,10,10,10,0
8,3,20,20,8,4
4,2,6,6,1,0
5,3,6,6,0,4
8,3,20,20,13,4
4,2,6,6,6,0
4,2,6,6,1,0
13,3,38,38,4,16
12,3,38,38,8,16
8,3,20,20,6,4
4,2,6,6,1,0
