80,8,1656,1581,233,802
8,2,11,11,0,17
66,8,1115,1011,225,498
20,3,79,79,0,111
43,7,592,405,369,204
33,6,276,244,145,221
3,1,0,0,0,0
2,2,1,0,1,0
13,5,46,39,22,29
2,2,1,0,1,0
19,5,91,85,32,57
5,2,2,2,0,0
4,2,2,2,0,0
3,2,3,2,3,0
8,4,21,14,15,7
2,2,1,0,1,0
14,5,59,52,29,29
2,2,1,0,1,0
22,5,109,103,34,99
5,2,2,2,0,0
4,2,2,2,0,0
3,2,3,2,3,0
8,4,21,14,15,7
2,2,1,0,1,0
11,4,42,35,29,13
27,5,129,123,37,199
5,2,2,2,0,0
4,2,2,2,0,0
3,2,3,2,3,0
8,4,21,14,15,7
2,2,1,0,1,0
6,3,13,10,12,2
33,6,250,244,79,255
5,2,2,2,0,0
4,2,2,2,0,0
3,2,3,2,3,0
8,4,21,14,15,7
2,2,1,0,1,0
63,8,966,875,189,523
13,2,24,24,0,54
49,7,674,544,265,267
4,2,2,2,0,4
35,6,282,257,100,212
33,7,267,244,122,228
3,2,3,2,3,0
3,2,3,3,3,0
3,1,0,0,0,0
2,2,1,0,1,0
13,5,46,39,21,32
19,5,89,85,27,64
8,4,18,14,12,7
3,2,3,3,3,0
2,2,1,0,1,0
14,5,59,52,27,32
26,5,126,122,31,181
8,4,18,14,12,7
3,2,3,3,3,0
2,2,1,0,1,0
7,3,18,15,14,3
30,6,164,160,40,253
8,4,18,14,12,7
3,2,3,3,3,0
2,2,1,0,1,0
3,2,3,2,3,0
33,6,248,244,72,262
8,4,18,14,12,7
3,2,3,3,3,0
2,2,1,0,1,0
39,7,311,306,47,313
38,7,314,306,67,314
18,5,70,69,14,48
17,5,73,69,22,48
8,4,18,14,12,7
3,2,3,3,3,0
14,5,58,52,25,33
62,8,953,862,189,606
12,2,12,12,0,54
47,6,540,472,144,293
6,2,8,8,0,7
34,7,300,256,146,230
3,2,3,2,3,0
3,2,3,3,3,0
3,1,0,0,0,0
2,2,1,0,1,0
13,5,45,39,18,33
40,6,310,310,32,319
4,2,2,2,0,4
35,6,265,257,61,279
17,5,73,69,22,48
8,4,18,14,12,7
3,2,3,3,3,0
14,5,54,52,18,37
59,9,820,752,133,706
20,3,84,84,1,106
34,6,267,256,78,263
8,4,18,14,11,7
3,2,3,3,3,0
14,5,54,52,18,37
74,8,1391,1319,189,752
29,3,208,208,2,198
43,9,538,405,273,199
35,7,282,257,99,221
33,7,267,244,120,230
3,2,3,2,3,0
3,2,3,3,3,0
3,1,0,0,0,0
2,2,1,0,1,0
13,5,45,39,19,33
19,5,90,85,27,66
8,4,18,14,12,7
3,2,3,3,3,0
14,5,58,52,25,33
33,7,249,244,72,264
8,4,18,14,12,7
3,2,3,3,3,0
35,7,265,257,63,273
17,5,73,69,22,48
8,4,18,14,12,7
3,2,3,3,3,0
14,5,58,52,24,33
72,8,1289,1230,153,810
22,3,111,111,1,120
49,7,635,544,198,295
6,2,8,8,0,7
34,7,301,256,147,233
3,2,3,2,3,0
3,2,3,3,3,0
13,5,44,39,16,34
40,6,310,310,32,320
4,2,2,2,0,4
35,6,265,257,59,279
17,5,73,69,22,48
8,4,18,14,11,7
3,2,3,3,3,0
14,5,54,52,18,37
71,8,1267,1208,152,877
21,2,90,90,0,120
47,9,540,472,129,393
6,2,8,8,0,7
34,6,267,256,77,263
8,4,18,14,11,7
3,2,3,3,3,0
14,5,54,52,18,37
68,8,1107,1071,93,1019
67,8,1125,1071,117,1044
18,5,87,81,16,66
14,4,53,52,17,38
