107,2,2,42,0
107,2,2,107,0
58,3,2,14,0
58,3,2,58,0
11,4,3,2,0
11,4,3,4,0
11,4,3,11,0
8,5,2,1,0
8,5,2,8,1
5,6,2,1,0
5,6,2,5,1
4,4,2,1,0
4,4,2,4,1
19,4,2,1,0
19,4,2,19,1
6,5,2,1,0
6,5,2,6,1
57,4,4,2,0
57,4,4,4,0
57,4,4,11,0
57,4,4,57,0
49,5,2,11,0
49,5,2,49,0
19,6,2,1,0
19,6,2,19,1
48,6,2,20,0
48,6,2,48,0
19,7,2,1,0
19,7,2,19,1
47,7,2,4,0
47,7,2,47,1
22,8,2,6,0
22,8,2,22,0
16,9,2,1,0
16,9,2,16,1
7,10,2,1,0
7,10,2,7,1
3,11,2,1,0
3,11,2,3,1
49,5,2,11,0
49,5,2,49,0
19,6,2,1,0
19,6,2,19,1
48,6,2,20,0
48,6,2,48,0
19,7,2,1,0
19,7,2,19,1
47,7,2,4,0
47,7,2,47,1
22,8,2,6,0
22,8,2,22,0
16,9,2,1,0
16,9,2,16,1
7,10,2,1,0
7,10,2,7,1
3,11,2,1,0
3,11,2,3,1
8,5,2,1,0
8,5,2,8,1
5,6,2,1,0
5,6,2,5,1
39,5,2,1,0
39,5,2,39,0
19,6,2,1,0
19,6,2,19,1
29,6,2,1,0
29,6,2,29,1
19,7,2,1,0
19,7,2,19,1
55,5,2,17,0
55,5,2,55,0
8,6,2,1,0
8,6,2,8,1
5,7,2,1,0
5,7,2,5,1
29,6,2,1,0
29,6,2,29,1
19,7,2,1,0
19,7,2,19,1
54,6,2,26,0
54,6,2,54,0
8,7,2,1,0
8,7,2,8,1
5,8,2,1,0
5,8,2,5,1
22,7,3,6,0
22,7,3,13,1
22,7,3,22,0
8,8,2,1,0
8,8,2,8,0
3,9,2,1,0
3,9,2,3,0
16,8,2,1,0
16,8,2,16,1
7,9,2,1,0
7,9,2,7,1
3,10,2,1,0
3,10,2,3,1
53,7,3,1,0
53,7,3,8,0
53,7,3,53,1
50,8,3,1,0
50,8,3,5,0
50,8,3,50,1
46,9,2,31,0
46,9,2,46,0
8,10,2,1,0
8,10,2,8,0
3,11,2,1,0
3,11,2,3,0
45,10,3,31,0
45,10,3,35,0
45,10,3,45,0
8,11,2,1,0
8,11,2,8,0
3,12,2,1,0
3,12,2,3,0
43,11,3,1,0
43,11,3,38,1
43,11,3,43,1
17,12,3,1,0
17,12,3,12,1
17,12,3,17,1
7,13,2,1,0
7,13,2,7,1
3,14,2,1,0
3,14,2,3,1
20,9,2,5,0
20,9,2,20,0
8,10,2,1,0
8,10,2,8,0
3,11,2,1,0
3,11,2,3,0
19,10,3,5,0
19,10,3,9,0
19,10,3,19,0
8,11,2,1,0
8,11,2,8,0
3,12,2,1,0
3,12,2,3,0
17,11,3,1,0
17,11,3,12,1
17,11,3,17,1
7,12,2,1,0
7,12,2,7,1
3,13,2,1,0
3,13,2,3,1
20,8,2,5,0
20,8,2,20,0
8,9,2,1,0
8,9,2,8,0
3,10,2,1,0
3,10,2,3,0
19,9,3,5,0
19,9,3,9,0
19,9,3,19,0
8,10,2,1,0
8,10,2,8,0
3,11,2,1,0
3,11,2,3,0
17,10,3,1,0
17,10,3,12,1
17,10,3,17,1
7,11,2,1,0
7,11,2,7,1
3,12,2,1,0
3,12,2,3,1
103,3,3,1,0
103,3,3,58,0
103,3,3,103,0
93,4,2,48,0
93,4,2,93,0
11,5,2,4,0
11,5,2,11,0
8,6,2,1,0
8,6,2,8,1
5,7,2,1,0
5,7,2,5,1
19,5,2,1,0
19,5,2,19,1
92,5,2,48,0
92,5,2,92,0
11,6,2,4,0
11,6,2,11,0
8,7,2,1,0
8,7,2,8,1
5,8,2,1,0
5,8,2,5,1
19,6,2,1,0
19,6,2,19,1
