128,2,2,0
94,3,2,0
85,4,3,0
55,5,7,0
48,6,3,0
14,7,4,0
9,8,3,0
3,9,2,1
3,8,2,1
5,7,2,0
12,7,2,1
14,7,4,0
9,8,3,0
3,9,2,1
3,8,2,1
12,7,2,1
43,7,7,3
9,8,3,0
3,9,2,1
30,8,2,0
26,9,3,2
16,10,2,1
5,11,2,1
26,9,3,2
16,10,2,1
5,11,2,1
3,8,2,1
30,8,2,0
26,9,3,2
16,10,2,1
5,11,2,1
26,9,3,2
16,10,2,1
5,11,2,1
30,8,2,0
26,9,3,2
16,10,2,1
5,11,2,1
26,9,3,2
16,10,2,1
5,11,2,1
20,8,2,0
16,9,2,1
5,10,2,1
16,9,2,1
5,10,2,1
9,6,3,0
3,7,2,1
35,6,3,0
5,7,2,0
12,7,2,1
12,7,2,1
30,7,2,0
26,8,3,2
16,9,2,1
5,10,2,1
26,8,3,2
16,9,2,1
5,10,2,1
3,6,2,1
35,6,3,0
5,7,2,0
12,7,2,1
12,7,2,1
30,7,2,0
26,8,3,2
16,9,2,1
5,10,2,1
26,8,3,2
16,9,2,1
5,10,2,1
35,6,3,0
5,7,2,0
12,7,2,1
12,7,2,1
30,7,2,0
26,8,3,2
16,9,2,1
5,10,2,1
26,8,3,2
16,9,2,1
5,10,2,1
12,6,2,1
33,6,3,0
5,7,2,0
12,7,2,1
12,7,2,1
20,7,2,0
16,8,2,1
5,9,2,1
16,8,2,1
5,9,2,1
12,6,2,1
12,6,2,1
48,6,2,1
12,7,2,1
20,7,2,0
16,8,3,2
6,9,2,0
3,10,2,1
16,8,3,2
6,9,2,0
3,10,2,1
48,5,3,0
14,6,4,0
9,7,3,0
3,8,2,1
3,7,2,1
5,6,2,0
12,6,2,1
14,6,4,0
9,7,3,0
3,8,2,1
3,7,2,1
12,6,2,1
43,6,7,3
9,7,3,0
3,8,2,1
30,7,2,0
26,8,3,2
16,9,2,1
5,10,2,1
26,8,3,2
16,9,2,1
5,10,2,1
3,7,2,1
30,7,2,0
26,8,3,2
16,9,2,1
5,10,2,1
26,8,3,2
16,9,2,1
5,10,2,1
30,7,2,0
26,8,3,2
16,9,2,1
5,10,2,1
26,8,3,2
16,9,2,1
5,10,2,1
20,7,2,0
16,8,2,1
5,9,2,1
16,8,2,1
5,9,2,1
83,5,7,0
48,6,3,0
14,7,4,0
9,8,3,0
3,9,2,1
3,8,2,1
5,7,2,1
12,7,2,1
14,7,4,0
9,8,3,0
3,9,2,1
3,8,2,1
12,7,2,1
43,7,6,2
9,8,3,0
3,9,2,1
30,8,2,0
26,9,2,1
16,10,2,1
3,11,2,1
26,9,2,1
16,10,2,1
3,11,2,1
3,8,2,1
30,8,2,0
26,9,2,1
16,10,2,1
3,11,2,1
26,9,2,1
16,10,2,1
3,11,2,1
30,8,2,0
26,9,2,1
16,10,2,1
3,11,2,1
26,9,2,1
16,10,2,1
3,11,2,1
20,8,2,0
16,9,2,1
3,10,2,1
16,9,2,1
3,10,2,1
9,6,3,0
3,7,2,1
35,6,3,0
5,7,2,1
12,7,2,1
12,7,2,1
30,7,2,0
26,8,2,1
16,9,2,1
3,10,2,1
26,8,2,1
16,9,2,1
3,10,2,1
3,6,2,1
35,6,3,0
5,7,2,1
12,7,2,1
12,7,2,1
30,7,2,0
26,8,2,1
16,9,2,1
3,10,2,1
26,8,2,1
16,9,2,1
3,10,2,1
35,6,3,0
5,7,2,1
12,7,2,1
12,7,2,1
30,7,2,0
26,8,2,1
16,9,2,1
3,10,2,1
26,8,2,1
16,9,2,1
3,10,2,1
20,6,2,1
12,7,2,1
33,6,3,0
5,7,2,1
12,7,2,1
12,7,2,1
20,7,2,0
16,8,2,1
3,9,2,1
16,8,2,1
3,9,2,1
20,6,2,1
12,7,2,1
12,6,2,1
80,6,3,1
48,7,2,1
12,8,2,1
14,8,2,1
10,9,3,2
6,10,2,0
78,7,2,1
34,8,2,1
13,9,3,0
6,10,2,1
6,10,2,1
86,4,2,0
48,5,3,0
14,6,4,1
9,7,3,0
3,8,2,1
3,7,2,1
5,6,2,1
12,6,2,1
14,6,4,1
9,7,3,0
3,8,2,1
3,7,2,1
12,6,2,1
43,6,6,2
9,7,3,0
3,8,2,1
30,7,2,0
26,8,2,1
16,9,2,1
3,10,2,1
26,8,2,1
16,9,2,1
3,10,2,1
3,7,2,1
30,7,2,0
26,8,2,1
16,9,2,1
3,10,2,1
26,8,2,1
16,9,2,1
3,10,2,1
30,7,2,0
26,8,2,1
16,9,2,1
3,10,2,1
26,8,2,1
16,9,2,1
3,10,2,1
20,7,2,0
16,8,2,1
3,9,2,1
16,8,2,1
3,9,2,1
85,5,7,0
61,6,7,0
48,7,3,0
14,8,4,2
9,9,3,1
3,10,2,1
5,8,2,1
12,8,2,1
14,8,4,2
9,9,3,1
3,10,2,1
12,8,2,1
43,8,6,2
9,9,3,1
3,10,2,1
30,9,2,0
26,10,3,2
16,11,3,2
6,12,2,0
3,13,2,1
26,10,3,2
16,11,3,2
6,12,2,0
3,13,2,1
3,9,2,1
30,9,2,0
26,10,3,2
16,11,3,2
6,12,2,0
3,13,2,1
26,10,3,2
16,11,3,2
6,12,2,0
3,13,2,1
30,9,2,0
26,10,3,2
16,11,3,2
6,12,2,0
3,13,2,1
26,10,3,2
16,11,3,2
6,12,2,0
3,13,2,1
20,9,2,0
16,10,3,2
6,11,2,0
3,12,2,1
16,10,3,2
6,11,2,0
3,12,2,1
9,7,3,1
3,8,2,1
35,7,3,0
5,8,2,1
12,8,2,1
12,8,2,1
30,8,2,0
26,9,3,2
16,10,3,2
6,11,2,0
3,12,2,1
26,9,3,2
16,10,3,2
6,11,2,0
3,12,2,1
3,7,2,1
35,7,3,0
5,8,2,1
12,8,2,1
12,8,2,1
30,8,2,0
26,9,3,2
16,10,3,2
6,11,2,0
3,12,2,1
26,9,3,2
16,10,3,2
6,11,2,0
3,12,2,1
35,7,3,0
5,8,2,1
12,8,2,1
12,8,2,1
30,8,2,0
26,9,3,2
16,10,3,2
6,11,2,0
3,12,2,1
26,9,3,2
16,10,3,2
6,11,2,0
3,12,2,1
20,7,2,1
12,8,2,1
33,7,3,0
5,8,2,1
12,8,2,1
12,8,2,1
20,8,2,0
16,9,3,2
6,10,2,0
3,11,2,1
16,9,3,2
6,10,2,0
3,11,2,1
20,7,2,1
12,8,2,1
12,7,2,1
58,7,3,2
48,8,2,1
12,9,2,1
14,9,2,1
10,10,3,2
6,11,2,0
9,6,3,1
3,7,2,1
35,6,3,0
5,7,2,1
12,7,2,1
12,7,2,1
30,7,2,0
26,8,3,2
16,9,3,2
6,10,2,0
3,11,2,1
26,8,3,2
16,9,3,2
6,10,2,0
3,11,2,1
3,6,2,1
35,6,3,0
5,7,2,1
12,7,2,1
12,7,2,1
30,7,2,0
26,8,3,2
16,9,3,2
6,10,2,0
3,11,2,1
26,8,3,2
16,9,3,2
6,10,2,0
3,11,2,1
35,6,3,0
5,7,2,1
12,7,2,1
12,7,2,1
30,7,2,0
26,8,3,2
16,9,3,2
6,10,2,0
3,11,2,1
26,8,3,2
16,9,3,2
6,10,2,0
3,11,2,1
14,6,2,1
12,7,2,1
33,6,3,0
5,7,2,1
12,7,2,1
12,7,2,1
20,7,2,0
16,8,3,2
6,9,2,0
3,10,2,1
16,8,3,2
6,9,2,0
3,10,2,1
14,6,2,1
12,7,2,1
12,6,2,1
84,6,2,0
14,7,2,1
12,8,2,1
12,7,2,1
83,7,3,0
48,8,2,1
12,9,2,1
14,9,2,1
10,10,3,2
6,11,2,0
34,8,2,1
14,9,2,1
10,10,3,2
6,11,2,0
81,8,2,0
10,9,3,2
8,10,3,0
80,9,2,1
34,10,2,1
13,11,3,1
6,12,2,1
126,3,2,0
110,4,2,0
86,5,2,0
48,6,3,0
14,7,4,2
9,8,3,2
5,7,2,1
12,7,2,1
14,7,4,2
9,8,3,2
12,7,2,1
43,7,6,2
9,8,3,2
30,8,2,0
26,9,3,2
10,10,3,2
6,11,2,0
3,12,2,1
26,9,3,2
10,10,3,2
6,11,2,0
3,12,2,1
30,8,2,0
26,9,3,2
10,10,3,2
6,11,2,0
3,12,2,1
26,9,3,2
10,10,3,2
6,11,2,0
3,12,2,1
30,8,2,0
26,9,3,2
10,10,3,2
6,11,2,0
3,12,2,1
26,9,3,2
10,10,3,2
6,11,2,0
3,12,2,1
14,8,2,1
10,9,3,2
6,10,2,0
3,11,2,1
85,6,7,0
61,7,7,0
48,8,3,0
14,9,4,3
9,10,3,2
5,9,2,1
12,9,2,1
14,9,4,3
9,10,3,2
12,9,2,1
43,9,6,2
9,10,3,2
30,10,2,0
26,11,3,2
10,12,3,2
6,13,2,0
26,11,3,2
10,12,3,2
6,13,2,0
30,10,2,0
26,11,3,2
10,12,3,2
6,13,2,0
26,11,3,2
10,12,3,2
6,13,2,0
30,10,2,0
26,11,3,2
10,12,3,2
6,13,2,0
26,11,3,2
10,12,3,2
6,13,2,0
14,10,2,1
10,11,3,2
6,12,2,0
9,8,3,2
35,8,3,0
5,9,2,1
12,9,2,1
12,9,2,1
30,9,2,0
26,10,3,2
10,11,3,2
6,12,2,0
26,10,3,2
10,11,3,2
6,12,2,0
35,8,3,0
5,9,2,1
12,9,2,1
12,9,2,1
30,9,2,0
26,10,3,2
10,11,3,2
6,12,2,0
26,10,3,2
10,11,3,2
6,12,2,0
35,8,3,0
5,9,2,1
12,9,2,1
12,9,2,1
30,9,2,0
26,10,3,2
10,11,3,2
6,12,2,0
26,10,3,2
10,11,3,2
6,12,2,0
34,8,3,0
5,9,2,1
12,9,2,1
12,9,2,1
14,9,2,1
10,10,3,2
6,11,2,0
12,8,2,1
59,8,2,0
58,9,2,1
48,10,2,1
10,11,3,2
8,12,3,0
9,7,3,2
35,7,3,0
5,8,2,1
12,8,2,1
12,8,2,1
30,8,2,0
26,9,3,2
10,10,3,2
6,11,2,0
26,9,3,2
10,10,3,2
6,11,2,0
35,7,3,0
5,8,2,1
12,8,2,1
12,8,2,1
30,8,2,0
26,9,3,2
10,10,3,2
6,11,2,0
26,9,3,2
10,10,3,2
6,11,2,0
35,7,3,0
5,8,2,1
12,8,2,1
12,8,2,1
30,8,2,0
26,9,3,2
10,10,3,2
6,11,2,0
26,9,3,2
10,10,3,2
6,11,2,0
34,7,3,0
5,8,2,1
12,8,2,1
12,8,2,1
14,8,2,1
10,9,3,2
6,10,2,0
12,7,2,1
84,7,2,0
12,8,2,1
83,8,3,1
51,9,2,0
48,10,2,1
10,11,3,2
8,12,3,0
81,9,2,0
10,10,3,2
8,11,3,1
80,10,2,1
34,11,2,1
13,12,3,1
6,13,2,1
109,5,7,5
104,6,7,0
54,7,7,0
48,8,3,0
13,9,4,3
9,10,3,2
5,9,2,1
12,9,2,1
13,9,4,3
9,10,3,2
12,9,2,1
43,9,6,2
9,10,3,2
31,10,2,0
27,11,3,2
10,12,3,2
6,13,2,0
27,11,3,2
10,12,3,2
6,13,2,0
31,10,2,0
27,11,3,2
10,12,3,2
6,13,2,0
27,11,3,2
10,12,3,2
6,13,2,0
31,10,2,0
27,11,3,2
10,12,3,2
6,13,2,0
27,11,3,2
10,12,3,2
6,13,2,0
14,10,2,1
10,11,3,2
6,12,2,0
9,8,3,2
36,8,3,0
5,9,2,1
12,9,2,1
12,9,2,1
