100,8,2866,2710,451,1444
3,2,1,1,0,2
64,8,1011,1001,80,494
15,3,39,39,1,66
45,8,623,525,261,233
6,4,12,10,10,3
24,5,163,135,59,61
19,5,123,101,73,33
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
19,5,107,101,36,38
9,3,19,18,11,1
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
4,3,2,2,0,4
20,5,142,101,92,33
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
24,5,135,135,14,57
4,3,2,2,0,4
19,5,123,101,73,33
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
23,5,131,131,13,66
22,5,137,131,32,68
9,3,19,18,11,1
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
23,5,117,117,1,136
37,6,442,343,236,98
24,5,163,135,59,61
19,5,123,101,73,33
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
19,5,107,101,36,38
9,3,19,18,11,1
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
4,3,2,2,0,4
20,5,142,101,92,33
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
24,5,135,135,14,57
4,3,2,2,0,4
19,5,123,101,73,33
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
23,5,131,131,13,66
22,5,137,131,32,68
9,3,19,18,11,1
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
60,7,939,929,63,383
3,2,0,0,0,3
55,7,798,786,101,361
4,2,1,1,0,5
49,6,702,663,184,293
5,3,3,3,0,7
25,6,184,139,75,61
19,5,120,101,68,35
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
19,7,104,101,30,49
9,4,18,18,10,9
7,4,12,10,6,9
30,5,209,209,25,85
9,4,16,16,1,20
20,6,139,101,87,35
7,3,12,10,6,1
4,3,1,1,0,1
3,3,2,1,2,1
29,5,200,200,23,97
28,5,200,200,37,97
4,3,2,2,0,4
19,5,112,101,60,39
2,2,0,0,0,1
6,3,14,8,13,1
8,4,10,10,2,9
7,4,12,10,6,9
17,5,65,65,8,49
15,5,57,54,12,46
2,2,1,1,1,0
6,3,14,8,13,1
23,6,131,131,13,77
22,6,134,131,23,79
9,4,18,18,10,9
7,4,12,10,6,9
53,7,752,740,95,370
26,5,163,163,9,162
