0.75,0.75,80,15,100,-0.08,12.22,1.8632,0.49074,0.3734,0.67381,0,18.95,0.37746
0.75,0.5,80,15,100,-0.08,7.5474,4.0462,0.56446,0.37065,0.79279,0,83.85,0.34974
0.75,0.25,80,15,100,-0.08,6.8025,28.954,0.6056,0.34406,0.84759,0,692.05,0.33247
0.25,0.75,80,15,100,-0.08,80,1.0445,-1,-1,-1,0,-1,-1
0.25,0.5,80,15,100,-0.08,58.89,1.3991,0.16282,0.81163,0.92553,0,3.2857,0.54167
0.25,0.25,80,15,100,-0.08,7.3499,10.855,0.34642,0.61772,0.88274,0,83.65,0.29647
0.5,0.75,80,15,100,-0.08,7.8216,12.57,0.47621,0.48116,0.84583,0,143.4,0.38742
0.5,0.5,80,15,100,-0.08,7.0601,39.018,0.53139,0.41959,0.85408,0,449.1,0.34968
0.5,0.25,80,15,100,-0.08,6.5244,172.52,0.54029,0.41396,0.8629,0,2837.2,0.30436
