0.5,0.25,80,15,100,-0.08,1610.5,1517.3,166.25,494.55,2105
0.5,0.5,80,15,100,-0.08,1696.3,1618.1,212.45,776.15,2472.5
0.5,0.75,80,15,100,-0.08,1647.5,1556.6,282.85,1039.3,2686.8
0.25,0.25,80,15,100,-0.08,1571.7,1567.6,13.8,1159.3,2730.9
0.25,0.5,80,15,100,-0.08,1601.6,1601.5,20.75,1512.7,3114.3
0.25,0.75,80,15,100,-0.08,1616.7,1616.7,30.05,1543.3,3160
0.75,0.25,80,15,100,-0.08,2194.8,1599.7,983.2,163.4,2358.2
0.75,0.5,80,15,100,-0.08,2370.1,1602,1395.3,484.1,2854.2
0.75,0.75,80,15,100,-0.08,2426.9,1547,1772.3,655.55,3082.4
