79,2,2,1,0
79,2,2,79,0
6,3,2,1,0
6,3,2,6,1
6,3,3,1,0
6,3,3,4,0
6,3,3,6,0
3,4,2,1,0
3,4,2,3,1
10,3,2,6,0
10,3,2,10,0
5,4,2,1,0
5,4,2,5,0
8,4,3,1,0
8,4,3,5,0
8,4,3,8,1
7,3,3,1,0
7,3,3,4,1
7,3,3,7,1
3,3,2,1,0
3,3,2,3,1
29,3,3,19,0
29,3,3,26,0
29,3,3,29,0
18,4,2,1,0
18,4,2,18,0
6,5,3,1,0
6,5,3,4,0
6,5,3,6,0
3,6,2,1,0
3,6,2,3,1
16,5,2,1,0
16,5,2,16,0
6,6,3,1,0
6,6,3,4,0
6,6,3,6,1
3,7,2,1,0
3,7,2,3,1
4,6,2,1,0
4,6,2,4,1
4,4,2,1,0
4,4,2,4,1
18,4,2,1,0
18,4,2,18,0
6,5,3,1,0
6,5,3,4,0
6,5,3,6,0
3,6,2,1,0
3,6,2,3,1
16,5,2,1,0
16,5,2,16,0
6,6,3,1,0
6,6,3,4,0
6,6,3,6,1
3,7,2,1,0
3,7,2,3,1
4,6,2,1,0
4,6,2,4,1
18,4,2,1,0
18,4,2,18,0
6,5,3,1,0
6,5,3,4,0
6,5,3,6,0
3,6,2,1,0
3,6,2,3,1
16,5,2,1,0
16,5,2,16,0
6,6,3,1,0
6,6,3,4,0
6,6,3,6,1
3,7,2,1,0
3,7,2,3,1
4,6,2,1,0
4,6,2,4,1
9,3,4,1,0
9,3,4,3,0
9,3,4,6,0
9,3,4,9,0
7,4,3,1,0
7,4,3,4,1
7,4,3,7,1
3,3,2,1,0
3,3,2,3,0
