80,7,1755,1641,192,457
10,2,15,15,0,30
69,7,1393,1239,265,304
61,7,1110,946,300,142
5,2,5,5,0,5
52,7,849,710,314,82
2,2,0,0,0,1
47,8,777,620,311,89
33,7,361,278,140,109
11,5,20,20,0,35
12,5,33,21,19,27
3,3,2,0,2,1
20,6,105,105,11,53
18,6,93,92,25,47
6,3,7,4,5,5
2,2,1,0,1,0
3,3,2,0,2,1
23,6,139,139,17,82
18,6,93,92,25,47
6,3,7,4,5,5
2,2,1,0,1,0
34,9,314,281,58,116
30,7,219,218,15,116
27,5,231,209,78,80
12,5,33,21,19,27
3,3,2,0,2,1
9,4,11,11,2,17
6,4,6,4,4,9
3,3,2,0,2,1
30,5,218,218,7,134
26,4,200,199,34,69
3,2,1,1,0,2
14,6,55,42,28,30
3,1,0,0,0,0
2,2,1,0,1,0
12,4,29,29,0,19
10,4,23,23,7,14
6,4,6,4,4,9
5,3,7,3,6,0
2,2,1,0,1,0
17,5,70,70,9,42
10,4,23,23,7,14
6,4,6,4,4,9
3,1,0,0,0,0
2,2,1,0,1,0
49,6,746,630,255,125
46,6,664,593,209,125
39,6,409,375,83,125
33,6,283,278,32,99
28,6,231,209,62,60
26,6,230,185,106,78
7,4,15,8,12,6
7,4,10,8,5,11
26,6,206,185,58,93
10,4,20,19,13,10
7,4,14,8,10,7
7,3,9,8,4,12
28,5,209,209,19,81
27,5,215,209,46,81
3,3,1,1,0,2
14,5,63,40,42,28
17,5,62,59,14,51
9,3,15,14,11,8
6,4,9,4,7,6
6,3,5,4,2,10
27,7,209,209,19,108
14,5,45,41,21,33
6,4,9,4,7,6
6,3,5,4,2,10
34,5,286,281,23,131
3,2,1,1,0,2
28,5,209,209,18,81
27,5,215,209,45,81
3,3,1,1,0,2
14,5,63,40,42,28
17,5,62,59,12,51
9,3,15,14,10,8
6,4,9,4,7,6
6,3,5,4,2,10
31,6,218,218,3,160
28,6,186,186,5,133
25,6,177,177,11,89
14,5,42,41,18,30
6,4,9,4,7,6
6,3,5,4,2,10
3,3,2,0,2,1
3,2,0,0,0,3
39,6,409,375,83,183
33,5,283,278,24,129
28,5,209,209,17,81
27,5,212,209,40,81
3,3,1,1,0,2
14,5,61,40,39,30
