66,1,62,3,3
47,1,37,10,5
5,1,1,3,2
5,1,3,1,2
27,16,10,1,2
15,1,11,4,2
5,1,3,1,2
6,1,3,2,2
5,1,3,1,2
25,1,14,12,3
5,1,3,1,2
6,1,2,3,2
6,1,3,2,2
5,1,3,1,2
6,1,2,3,2
5,1,3,1,2
27,16,10,1,2
15,1,11,4,2
5,1,3,1,2
6,1,3,2,2
5,1,3,1,2
25,1,14,12,3
5,1,3,1,2
6,1,2,3,2
6,1,3,2,2
5,1,3,1,2
6,1,2,3,2
12,1,7,6,3
5,1,3,1,2
27,16,10,1,2
15,1,11,4,2
5,1,3,1,2
6,1,3,2,2
5,1,3,1,2
25,1,14,12,3
5,1,3,1,2
6,1,2,3,2
6,1,3,2,2
5,1,3,1,2
6,1,2,3,2
12,1,7,6,3
5,1,3,1,2
14,1,3,11,2
6,1,2,3,2
5,1,2,2,2
12,1,7,6,3
5,1,3,1,2
14,1,3,11,2
6,1,2,3,2
5,1,2,2,2
11,1,3,8,2
6,1,2,3,2
5,1,1,3,2
5,1,3,1,2
27,16,10,1,2
15,1,11,4,2
5,1,3,1,2
6,1,3,2,2
5,1,3,1,2
25,1,14,12,3
5,1,3,1,2
6,1,2,3,2
6,1,3,2,2
5,1,3,1,2
6,1,2,3,2
59,7,51,1,2
5,1,3,1,2
27,16,10,2,2
15,1,10,4,2
5,1,2,3,2
25,1,13,12,3
5,1,2,3,2
6,1,2,3,2
53,7,43,3,2
5,1,3,1,2
27,16,9,3,3
15,1,10,4,2
5,1,2,3,2
7,1,5,2,2
15,1,10,4,2
5,1,2,3,2
25,1,13,12,3
5,1,2,3,2
6,1,2,3,2
52,9,35,8,5
5,1,3,1,2
27,16,9,3,3
15,1,9,5,3
7,1,5,1,2
7,1,5,2,2
15,1,9,5,3
7,1,5,1,2
25,1,11,14,4
7,1,5,1,2
6,1,1,4,2
22,1,3,18,3
13,1,3,9,3
5,1,2,2,2
27,16,9,3,3
15,1,9,5,3
7,1,5,1,2
7,1,5,2,2
15,1,9,5,3
7,1,5,1,2
25,1,11,14,4
7,1,5,1,2
6,1,1,4,2
22,1,3,18,3
13,1,3,9,3
5,1,2,2,2
10,1,7,3,3
7,1,5,2,2
22,1,3,18,3
13,1,3,9,3
5,1,2,2,2
7,1,5,2,2
22,1,3,18,3
13,1,3,9,3
5,1,2,2,2
10,1,7,3,3
7,1,5,2,2
