137,2,2,0
32,3,3,0
4,4,2,0
3,5,2,1
17,4,2,1
14,5,4,2
9,6,2,1
9,6,2,1
14,4,4,2
9,5,2,1
9,5,2,1
19,4,4,3
11,5,3,2
9,6,2,1
23,3,4,1
18,4,2,0
6,5,2,0
17,5,3,2
6,6,2,0
12,4,2,0
6,5,2,0
6,5,2,0
16,4,3,2
6,5,2,0
136,3,2,0
126,4,2,0
96,5,2,0
64,6,5,0
17,7,2,1
12,8,2,1
7,9,2,1
5,10,2,1
24,7,4,3
18,8,2,0
6,9,2,1
17,9,3,2
8,10,3,1
6,11,2,1
4,12,2,0
4,11,2,0
12,7,2,1
7,8,2,1
5,9,2,1
24,7,4,3
18,8,2,0
6,9,2,1
17,9,3,2
8,10,3,1
6,11,2,1
4,12,2,0
4,11,2,0
31,7,2,1
17,8,2,1
10,9,2,1
8,10,2,1
5,11,2,1
4,12,2,1
24,7,4,3
18,8,2,0
6,9,2,1
17,9,3,2
8,10,3,1
6,11,2,1
4,12,2,0
4,11,2,0
31,7,2,1
17,8,2,1
10,9,2,1
8,10,2,1
5,11,2,1
4,12,2,1
18,7,2,0
6,8,2,1
17,8,3,2
8,9,3,1
6,10,2,1
4,11,2,0
4,10,2,0
31,7,2,1
17,8,2,1
10,9,2,1
8,10,2,1
5,11,2,1
4,12,2,1
28,7,3,1
12,8,2,0
6,9,2,1
7,9,3,1
5,10,2,1
4,11,2,0
4,10,2,0
25,8,3,2
14,9,3,2
6,10,3,1
4,11,2,1
3,12,2,1
3,11,2,1
95,6,2,0
87,7,2,0
17,8,2,1
12,9,2,1
7,10,2,1
5,11,2,1
27,8,5,3
24,9,2,0
7,10,2,1
6,10,2,1
22,10,4,3
16,11,3,2
7,12,3,1
5,13,2,1
4,14,2,1
4,13,2,1
18,9,2,0
6,10,2,1
16,10,3,2
7,11,3,1
5,12,2,1
4,13,2,1
4,12,2,1
82,8,3,1
79,9,3,0
17,10,2,1
12,11,2,1
8,12,2,1
5,13,2,1
4,14,2,1
27,10,5,3
24,11,2,0
7,12,2,1
3,13,2,0
6,12,2,1
4,13,2,0
21,12,4,3
17,13,4,2
6,14,3,1
4,15,2,1
3,16,2,1
3,15,2,1
6,14,3,1
4,15,2,1
3,16,2,1
3,15,2,1
20,11,2,0
3,12,2,0
6,12,2,1
4,13,2,0
17,12,4,2
6,13,3,1
4,14,2,1
3,15,2,1
3,14,2,1
6,13,3,1
4,14,2,1
3,15,2,1
3,14,2,1
12,10,2,1
8,11,2,1
5,12,2,1
4,13,2,1
27,10,5,3
24,11,2,0
7,12,2,1
3,13,2,0
6,12,2,1
4,13,2,0
21,12,4,3
17,13,4,2
6,14,3,1
4,15,2,1
3,16,2,1
3,15,2,1
6,14,3,1
4,15,2,1
3,16,2,1
3,15,2,1
20,11,2,0
3,12,2,0
6,12,2,1
4,13,2,0
17,12,4,2
6,13,3,1
4,14,2,1
3,15,2,1
3,14,2,1
6,13,3,1
4,14,2,1
3,15,2,1
3,14,2,1
78,10,4,3
54,11,3,0
27,12,5,3
24,13,2,0
7,14,2,1
3,15,2,0
4,14,2,1
3,15,2,1
21,14,4,3
17,15,4,2
6,16,3,2
4,17,2,1
3,18,2,1
6,16,3,2
4,17,2,1
3,18,2,1
20,13,2,1
3,14,2,0
4,14,2,1
3,15,2,1
20,12,2,1
3,13,2,0
4,13,2,1
3,14,2,1
53,12,4,3
20,13,4,2
14,14,2,1
4,15,2,1
3,16,2,1
14,14,2,1
4,15,2,1
3,16,2,1
78,9,4,2
31,10,3,2
27,11,5,3
24,12,2,0
7,13,2,1
3,14,2,1
4,13,2,1
3,14,2,1
21,13,3,2
17,14,3,1
6,15,2,1
4,16,2,1
3,17,2,1
6,15,2,1
4,16,2,1
3,17,2,1
20,12,2,1
3,13,2,1
4,13,2,1
3,14,2,1
77,10,3,2
39,11,3,2
20,12,3,2
15,13,2,1
4,14,2,1
3,15,2,1
92,7,3,0
51,8,3,0
18,9,2,1
12,10,2,1
8,11,2,1
5,12,2,1
4,13,2,1
27,9,5,3
24,10,2,0
7,11,2,1
3,12,2,0
5,11,2,1
4,12,2,0
21,11,4,3
17,12,4,2
6,13,3,1
4,14,2,1
3,15,2,1
3,14,2,1
6,13,3,1
4,14,2,1
3,15,2,1
3,14,2,1
20,10,2,0
3,11,2,0
5,11,2,1
4,12,2,0
17,11,4,2
6,12,3,1
4,13,2,1
3,14,2,1
3,13,2,1
6,12,3,1
4,13,2,1
3,14,2,1
3,13,2,1
12,9,2,1
8,10,2,1
5,11,2,1
4,12,2,1
27,9,5,3
24,10,2,0
7,11,2,1
3,12,2,0
5,11,2,1
4,12,2,0
21,11,4,3
17,12,4,2
6,13,3,1
4,14,2,1
3,15,2,1
3,14,2,1
6,13,3,1
4,14,2,1
3,15,2,1
3,14,2,1
20,10,2,0
3,11,2,0
5,11,2,1
4,12,2,0
17,11,4,2
6,12,3,1
4,13,2,1
3,14,2,1
3,13,2,1
6,12,3,1
4,13,2,1
3,14,2,1
3,13,2,1
31,9,3,2
27,10,5,3
24,11,2,0
7,12,2,1
3,13,2,1
4,12,2,1
3,13,2,1
21,12,3,2
17,13,3,1
6,14,2,1
4,15,2,1
3,16,2,1
6,14,2,1
4,15,2,1
3,16,2,1
20,11,2,1
3,12,2,1
4,12,2,1
3,13,2,1
12,8,2,1
8,9,2,1
5,10,2,1
4,11,2,1
27,8,5,3
24,9,2,0
7,10,2,1
3,11,2,0
5,10,2,1
4,11,2,0
21,10,4,3
17,11,4,2
6,12,3,1
4,13,2,1
3,14,2,1
3,13,2,1
6,12,3,1
4,13,2,1
3,14,2,1
3,13,2,1
20,9,2,0
3,10,2,0
5,10,2,1
4,11,2,0
17,10,4,2
6,11,3,1
4,12,2,1
3,13,2,1
3,12,2,1
6,11,3,1
4,12,2,1
3,13,2,1
3,12,2,1
90,8,2,0
82,9,3,1
78,10,5,3
39,11,5,1
28,12,2,0
4,13,2,1
4,13,2,1
3,14,2,1
27,13,4,2
15,14,2,1
4,15,2,1
3,16,2,1
15,14,2,1
4,15,2,1
3,16,2,1
28,12,2,0
4,13,2,1
4,13,2,1
3,14,2,1
27,13,4,2
15,14,2,1
4,15,2,1
3,16,2,1
15,14,2,1
4,15,2,1
3,16,2,1
18,12,2,0
4,13,2,1
