140,9,5053,4826,632,2593
53,3,701,701,0,677
83,13,2476,1692,1369,703
31,6,222,210,107,164
3,1,0,0,0,0
2,2,1,0,1,0
3,2,0,0,0,3
16,6,43,32,16,40
13,4,18,16,7,38
8,5,14,7,8,14
3,2,2,2,0,1
10,4,12,11,3,11
8,5,14,7,8,14
15,6,57,57,5,48
16,6,43,32,16,40
13,4,18,16,7,38
8,5,14,7,8,14
3,2,2,2,0,1
10,4,12,11,3,11
8,5,14,7,8,14
31,7,210,210,24,203
18,5,50,49,5,70
10,4,12,11,2,11
8,5,14,7,8,14
22,5,116,110,39,69
6,4,6,6,1,9
11,4,33,25,27,11
5,3,8,4,7,2
5,3,4,4,2,6
17,5,55,55,8,47
16,5,57,55,13,52
5,3,7,4,6,3
5,3,4,4,1,6
5,2,4,4,0,6
17,5,62,56,18,46
11,4,33,25,27,11
5,3,8,4,7,2
5,3,4,4,2,6
11,4,27,25,11,17
5,3,7,4,6,3
5,3,4,4,1,6
22,7,110,110,24,88
15,5,52,50,12,42
5,3,7,4,6,3
5,3,4,4,1,6
136,9,4769,4542,610,2461
135,9,4769,4542,650,2461
5,2,5,5,0,5
120,10,4041,3535,929,1921
17,2,49,49,0,87
78,10,1876,1487,731,810
13,4,32,32,1,46
50,7,636,612,142,435
16,6,43,32,15,50
11,4,12,11,6,28
6,3,3,3,0,3
4,4,4,1,3,2
23,5,132,126,54,75
6,4,6,6,1,9
11,4,33,25,26,11
5,4,7,4,6,3
17,5,55,55,8,47
16,5,55,55,10,47
7,3,8,8,5,2
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
2,2,1,1,0,0
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
17,5,62,62,5,74
46,7,548,515,120,379
11,4,12,11,6,28
6,3,3,3,0,3
4,4,4,1,3,2
23,5,132,126,54,75
6,4,6,6,1,9
11,4,33,25,26,11
5,4,7,4,6,3
17,5,55,55,8,47
16,5,55,55,10,47
7,3,8,8,5,2
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
2,2,1,1,0,0
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
33,6,221,221,17,236
30,6,208,208,21,186
16,4,42,42,4,53
9,4,7,7,1,13
7,3,6,6,3,6
4,2,1,1,0,0
3,2,3,1,3,0
30,7,207,185,69,147
23,5,132,126,54,75
6,4,6,6,1,9
11,4,33,25,26,11
5,4,7,4,6,3
17,5,55,55,8,47
16,5,55,55,10,47
7,3,8,8,5,2
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
2,2,1,1,0,0
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
39,6,376,376,59,294
30,6,208,208,21,186
16,4,42,42,4,53
9,4,7,7,1,13
7,3,6,6,3,6
4,2,1,1,0,0
3,2,3,1,3,0
24,7,155,130,77,75
6,4,6,6,1,9
11,4,33,25,26,11
5,4,7,4,6,3
17,5,55,55,8,47
16,5,55,55,10,47
7,3,8,8,5,2
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
2,2,1,1,0,0
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
63,7,1015,1013,177,786
30,6,208,208,21,186
16,4,42,42,4,53
9,4,7,7,1,13
7,3,6,6,3,6
4,2,1,1,0,0
3,2,3,1,3,0
10,3,9,9,0,36
17,5,60,56,15,46
11,4,33,25,26,11
5,4,7,4,6,3
11,3,25,25,5,14
6,3,3,3,3,2
4,1,0,0,0,0
3,3,2,0,2,1
3,2,0,0,0,3
2,2,1,1,0,0
4,1,0,0,0,0
3,3,2,0,2,1
3,2,0,0,0,3
27,5,139,139,7,164
24,5,121,121,9,131
13,4,39,39,7,28
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
95,8,2319,2135,385,1156
2,2,0,0,0,1
92,8,2332,2092,492,1112
29,5,176,176,0,230
57,9,1004,746,444,391
16,6,43,32,13,50
11,4,12,11,6,28
6,3,3,3,0,3
4,4,4,1,3,2
26,5,145,139,24,112
12,3,32,32,5,26
6,3,9,7,7,6
11,4,33,25,26,11
5,4,7,4,6,3
23,4,119,119,25,80
21,4,105,103,41,74
15,4,44,44,8,45
6,3,3,3,3,2
4,1,0,0,0,0
3,3,2,0,2,1
2,2,1,1,0,0
4,1,0,0,0,0
3,3,2,0,2,1
3,2,0,0,0,3
23,5,132,126,53,76
6,3,6,6,0,9
11,4,33,25,26,11
5,4,7,4,6,3
17,4,55,55,7,50
15,4,44,44,8,45
6,3,3,3,3,2
4,1,0,0,0,0
3,3,2,0,2,1
2,2,1,1,0,0
4,1,0,0,0,0
3,3,2,0,2,1
86,7,1978,1829,359,1043
81,7,1644,1620,206,1043
28,5,156,156,3,222
50,11,647,588,146,385
16,6,43,32,13,50
11,4,11,11,5,28
7,3,6,6,3,6
4,2,1,1,0,0
3,2,3,1,3,0
26,6,144,139,23,115
11,3,23,23,3,24
6,3,7,7,5,6
2,2,1,1,1,0
2,2,1,1,0,0
12,6,34,27,16,21
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
23,4,119,119,23,87
20,4,102,102,39,61
16,4,68,68,33,41
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
14,4,43,43,8,37
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
3,2,0,0,0,3
23,6,129,126,50,78
7,2,9,9,2,10
2,2,1,1,1,0
2,2,1,1,0,0
12,6,34,27,16,21
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
19,4,82,82,16,62
16,4,68,68,33,41
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
14,4,43,43,8,37
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
31,5,202,202,6,263
47,11,591,523,150,343
11,4,11,11,5,28
7,3,6,6,3,6
4,2,1,1,0,0
3,2,3,1,3,0
26,6,144,139,23,115
11,3,23,23,3,24
6,3,7,7,5,6
2,2,1,1,1,0
2,2,1,1,0,0
12,6,34,27,16,21
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
23,4,119,119,23,87
20,4,102,102,39,61
16,4,68,68,33,41
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
14,4,43,43,8,37
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
3,2,0,0,0,3
23,6,129,126,50,78
7,2,9,9,2,10
2,2,1,1,1,0
2,2,1,1,0,0
12,6,34,27,16,21
5,2,4,4,3,0
3,3,2,0,2,1
3,2,0,0,0,3
19,4,82,82,16,62
16,4,68,68,33,41
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
14,4,43,43,8,37
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
78,8,1458,1458,159,1129
76,8,1465,1457,230,1147
23,6,88,87,4,165
30,8,204,185,63,112
26,6,143,139,22,115
10,3,18,18,2,19
6,3,7,7,5,6
2,2,1,1,1,0
2,2,1,1,0,0
13,6,41,34,19,31
3,1,0,0,0,0
2,2,1,0,1,0
23,4,119,119,20,87
20,4,102,102,39,61
16,4,68,68,33,41
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
14,4,43,43,8,37
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
3,2,0,0,0,3
23,6,128,126,49,78
6,2,6,6,1,7
2,2,1,1,1,0
2,2,1,1,0,0
13,6,41,34,19,31
3,1,0,0,0,0
2,2,1,0,1,0
29,8,195,194,20,211
24,8,151,130,72,78
6,2,6,6,1,7
2,2,1,1,1,0
2,2,1,1,0,0
13,6,41,34,19,31
3,1,0,0,0,0
2,2,1,0,1,0
53,8,682,682,88,590
52,8,683,682,130,590
19,6,87,85,41,53
13,6,41,34,19,31
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
17,6,58,56,12,47
13,6,41,34,19,31
3,1,0,0,0,0
2,2,1,0,1,0
81,10,1644,1620,175,1258
27,4,155,155,3,196
50,8,597,588,83,443
30,8,204,185,63,112
26,6,143,139,22,115
10,3,18,18,2,19
6,3,7,7,5,6
2,2,1,1,1,0
13,6,41,34,19,31
3,1,0,0,0,0
2,2,1,0,1,0
23,4,119,119,20,87
20,4,102,102,39,61
16,4,68,68,33,41
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
14,4,43,43,8,37
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
3,2,0,0,0,3
23,6,128,126,49,78
6,2,6,6,0,7
2,2,1,1,1,0
13,6,41,34,19,31
3,1,0,0,0,0
2,2,1,0,1,0
77,10,1457,1457,159,1303
76,10,1457,1457,193,1303
38,8,382,382,88,269
19,5,86,85,39,53
14,5,54,47,31,31
3,1,0,0,0,0
2,2,1,0,1,0
94,10,2317,2133,385,1324
33,3,212,212,1,316
58,7,931,774,331,387
50,11,646,588,145,385
17,6,57,46,27,52
11,4,11,11,4,28
7,3,6,6,3,6
4,2,1,1,0,0
3,2,3,1,3,0
26,6,144,139,23,115
11,3,23,23,3,24
6,3,7,7,5,6
2,2,1,1,1,0
2,2,1,1,0,0
12,6,34,27,15,22
4,1,0,0,0,0
3,3,2,0,2,1
3,2,0,0,0,3
23,4,119,119,22,87
20,4,102,102,39,61
16,4,68,68,33,41
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
14,4,43,43,8,37
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
3,2,0,0,0,3
23,6,129,126,50,78
7,2,9,9,1,10
2,2,1,1,1,0
2,2,1,1,0,0
12,6,34,27,15,22
4,1,0,0,0,0
3,3,2,0,2,1
3,2,0,0,0,3
19,4,82,82,13,62
16,4,68,68,33,41
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
14,4,43,43,8,37
5,3,3,3,3,1
3,1,0,0,0,0
2,2,1,0,1,0
2,2,1,1,0,0
3,1,0,0,0,0
2,2,1,0,1,0
2,2,0,0,0,1
48,11,635,567,192,346
11,4,11,11,4,28
7,3,6,6,3,6
4,2,1,1,0,0
